tweet,label
They hired you for a diversity quota nigger boy. https://twitter.com/Tinkzorg/status/1592461295529660417,
good stuff @nicknotned @yewuqrioti @Function_001 @splurge1111 @RayanMehra @nigger_ru @nevergg24 @BigStepper160 @SpacefH1 https://twitter.com/wearecuItsdao/status/1592643658641068032,
RT @longbeachgriffy: I really just want to play Mario Party with my niggers man.,
I’m voting for trump… idgaf what you niggers say,
"nigger navy,  it smell crazy in here, mfs krump dancing for riot police, and taking a knee for civil rights , « va5hia: When did y’all realize we can’t save all our people? — https://twitter.com/va5hia/status/1592227033526185984 »",
When did y’all realize we can’t save all our people?,
That shit damn near make me wanna screen record it and play it on call of duty when white people call me nigger______,
@Dia_Baby18 Exactly shoot ain’t nobody bout to call me boy in that tone no matter what color let alone YT just like you stated it’s equivalent to calling someone a nigger,
@Shy_ems1 @rockyjrs15 @Nattyrg16 Nigger,
RT @JasminGSB: MY DIAMONDS SO WHITE THEY CALL ME NIGGER,
@Zeusislord7 @dojasAlegend @DojaCat Ukraine is a pusssy ass nigger country,
"@Eddie_1412 Kurva Klopapier. Handgranaten, Nigger Eddie.",
@SayBlack25 ____________ nigger,
"RT @zsv_159: oye tu, SI TU

TE MAMA LAS FUNAS, TE MAMA EL ESTILO?, PUES AQUI TRAEMOS vs niggers

la cosa que hara que media comunidad nos doxxe sin piedad (enserio no sabemos que hacer con nuestras vidas), nos faltan coders, musicos, artistas y un chingo de cosas mas
#FNF #fridaynightfunkin https://twitter.com/zsv_159/status/1592680431522320385/photo/1",
"oye tu, SI TU

TE MAMA LAS FUNAS, TE MAMA EL ESTILO?, PUES AQUI TRAEMOS vs niggers

la cosa que hara que media comunidad nos doxxe sin piedad (enserio no sabemos que hacer con nuestras vidas), nos faltan coders, musicos, artistas y un chingo de cosas mas
#FNF #fridaynightfunkin https://twitter.com/zsv_159/status/1592680431522320385/photo/1",
"Zaslav, you a nigger https://twitter.com/FeetNigga/status/1592683971753934851/photo/1 « CCNCartoonNews: According to David Zaslav, HBO Max is not particularly “good” right now after they cleaned and written off multiple shows/movies.

Source: https://www.mediaplaynews.com/warner-bros-discovery-ceo-zaslav-hbo-max-is-not-particularly-good-right-now/ https://twitter.com/thecartoonnews/status/1592604556965601280/photo/1 — https://twitter.com/ccncartoonnews/status/1592604556965601280 »",
"According to David Zaslav, HBO Max is not particularly “good” right now after they cleaned and written off multiple shows/movies.

Source: https://www.mediaplaynews.com/warner-bros-discovery-ceo-zaslav-hbo-max-is-not-particularly-good-right-now/ https://twitter.com/thecartoonnews/status/1592604556965601280/photo/1",
"RT @tamisawyer: Kylah Spring, was accosted at @universityofky by an inebriated white woman, who hit and bit her and called her a nigger. Kylah should never have to pay for her education again. Community, let’s show out for Kylah’s future on this gofundme set up for her. 

https://www.gofundme.com/f/4dzzz3-university-of-kentucky?utm_source=widget&utm_medium=referral&utm_campaign=p_cp+share-sheet",
"Kylah Spring, was accosted at @universityofky by an inebriated white woman, who hit and bit her and called her a nigger. Kylah should never have to pay for her education again. Community, let’s show out for Kylah’s future on this gofundme set up for her. 

https://www.gofundme.com/f/4dzzz3-university-of-kentucky?utm_source=widget&utm_medium=referral&utm_campaign=p_cp+share-sheet",
Nigger,
YALL NIGGERS TOUCH HIM ONE MORE TIME,
@Poyais3MUCH It happens to you too don’t it!?! That nigger in your heart be craving violence and fried chicken lol,
"RT @zsv_159: oye tu, SI TU

TE MAMA LAS FUNAS, TE MAMA EL ESTILO?, PUES AQUI TRAEMOS vs niggers

la cosa que hara que media comunidad nos doxxe sin piedad (enserio no sabemos que hacer con nuestras vidas), nos faltan coders, musicos, artistas y un chingo de cosas mas
#FNF #fridaynightfunkin https://twitter.com/zsv_159/status/1592680431522320385/photo/1",
@9P0O3E @Whoisfraudison2 @POTUS Yea and if a random racist person onna street seen her they be calling her a nigger____ how I hate niggers but sleeping wit one,
@mikedaprophetg @flackoohh LMAOOO shut your nigger ass up,
"RT @Phil_Lewis_: University of Kentucky student Sophia Rosing arrested and charged after assaulting another student who was at work and calling her a “nigger bitch”

https://www.wkyt.com/2022/11/06/uk-student-arrested-following-assault-campus/?outputType=amp https://twitter.com/Phil_Lewis_/status/1589362655802052609/video/1",
@real__nigger __________________________________ trump… un psychopathe pathologique doubler d’un mythomane,
"Everybody wanna be a nigga, but don’t nobody wanna be a nigger.",
Somebody tell me what this lady saying lol cuz I know I heard nigger in there a few times https://twitter.com/ITSPOLO24/status/1592679311416250369/video/1,
"RT @FrancisGaitho: Agenda must agend….

Infantino is the most corrupt bastard in the world of sports but because he’s white, he was portrayed as some sort of knight in shining armor who came to rescue football from the niggers. « Raghav2807: 1/5
 A thread on blatant racism, stereotyping and manipulation by none other than..#Netflix 

#FIFAUNCOVERED is out there on Netflix, and is about corruption in FIFA. And though posters and trailers suggest it is about a certain Sepp Blatter, it seems to be anything but that. https://twitter.com/Raghav2807/status/1592659353018191873/photo/1 — https://twitter.com/raghav2807/status/1592659353018191873 »",
"Agenda must agend….

Infantino is the most corrupt bastard in the world of sports but because he’s white, he was portrayed as some sort of knight in shining armor who came to rescue football from the niggers. « Raghav2807: 1/5
 A thread on blatant racism, stereotyping and manipulation by none other than..#Netflix 

#FIFAUNCOVERED is out there on Netflix, and is about corruption in FIFA. And though posters and trailers suggest it is about a certain Sepp Blatter, it seems to be anything but that. https://twitter.com/Raghav2807/status/1592659353018191873/photo/1 — https://twitter.com/raghav2807/status/1592659353018191873 »",
@nobuniqqa @w4bg0rl @562chriss @TuuShiesty @jjasshole Niggas ≠ negroes ≠ niggers. They all hold different sentiments and come with historical context. Negro was actually the common term we used to identify ourselves as a combatant to “Colored” from about 1920s-1970s when the Black Power movement came about and we then used “Black”,
@fluffyyysheep @MartyAmericaUSA ok nigger,
"nigger balls ______ « kamisamaexp: __ AGORA: Usando Inteligência Artificial, imagens de Goku, Vegeta, Gohan e Broly negros impressionam a internet.
Créditos - @guiofsants. https://twitter.com/kamisamaexp/status/1592512143509032962/photo/1 — https://twitter.com/kamisamaexp/status/1592512143509032962 »",
"__ AGORA: Usando Inteligência Artificial, imagens de Goku, Vegeta, Gohan e Broly negros impressionam a internet.
Créditos - @guiofsants. https://twitter.com/kamisamaexp/status/1592512143509032962/photo/1",
RT @chinooo__: Nigger navy was definitely the funniest day ever on this app nothing will ever come close to that __,
Nigger navy was definitely the funniest day ever on this app nothing will ever come close to that __,
RT @aliveeveryday: My diamonds so white they call me nîgger,
"1/5
 A thread on blatant racism, stereotyping and manipulation by none other than..#Netflix 

#FIFAUNCOVERED is out there on Netflix, and is about corruption in FIFA. And though posters and trailers suggest it is about a certain Sepp Blatter, it seems to be anything but that. https://twitter.com/Raghav2807/status/1592659353018191873/photo/1",
"@ElCamii_art no puedo, ando haciendo vs niggers",
With this nigger just for dick ____,
nigger life matters is destroying this country,
"La imbecilidad. 
https://www.efeeme.com/rock-n-roll-nigger-de-patti-smith-desaparece-de-las-plataformas-digitales/",
@just_fard Dude look like he say nigger,
"Listen up niggers!

Mom says my bedtime is 9 o'clock so no cuss words",
@qirongkys and the one where she laughed at a nb saying nigger,
@Tezworldronowo1 stfu nigger,
@Goofball10x Nigger,
"Retiraron Rock And Roll Nigger de las plataformas. Mutilaron el álbum Easter y censuran a Patti Smith. 
https://valenciaplaza.com/estupidez-mezquindad-y-censura",
@Smooth99th @NJScoundrel @AhComfy Nigger,
That Nigger ate what?! « raphousetv2: This is really so much to take in__ well at least it ended well for them____ https://twitter.com/raphousetv2/status/1592597977415450624/video/1 — https://twitter.com/raphousetv2/status/1592597977415450624 »,
This is really so much to take in__ well at least it ended well for them____ https://twitter.com/raphousetv2/status/1592597977415450624/video/1,
Niggers are invading Ohio __,
"Patti Smith - Rock 'n' Roll Nigger (Live) #Music, #IJustLoveMusic, #PattiSmith

https://open.spotify.com/track/1u66ZLOZyC4iROs01ZqIvc?si=l6wEe3ykTH-w_BgvbevFdA",
"@MorbiusDevo Wake up honey , new nigger just dropped",
@yoshimayo1 nigger,
RT @mikkelele_: @yoshimayo1 nigger,
You see what happens when you date light skinned niggers ____ like WTF__porn vid ya Vlog????? https://twitter.com/Sydwell75394556/status/1592524002958143488,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@Sydwell75394556 @ChrisExcel102 You see what happens when you date light skinned niggers __,
"Warnock says America needs to ask for forgiveness of their whiteness. You don't Warnock needs to do, he needs to get on his hands and knees and bow down to our whiteness and that's the difference between him and Herschel Walker  is Walker is a black man and warnock's and nigger.",
"If Wayne not yo top 1 you are indeed a nigger, sorry I don’t make the rules",
@DailyLoud SO HE PRETTY MUCH TOLD HIM HE WAS ACTING LIKE AN UNGRATEFUL NIGGER __,
@Feral_Frenzy @AkulaEcho I hate niggers_,
"Niggers need to wake up!

https://www.instagram.com/reel/CkYdh6ZDHn0/?igshid=MDJmNzVkMjY=",
"RT @Maynakraft: Nigga
Nigger
Bitch ass nigga",
"Nigga
Nigger
Bitch ass nigga",
@lexiecuervo @alexespinoza4l I’d rather get called a nígger,
@Rolo_1102 Me eigen niggers doen me vies __,
"NAKA MENTION RA GANIG ""WHITE NIGGER"" OG ""LONDON IS FULL OF ARABS""

DILI NA DAYUN NINYO E PA PLAY SA RADIO OG SA LIVE.

ELVIS COSTELLO INYONG GI HASUL_ LUOY KAAYU TAWN",
"RT @marsha_vivinate: 4/ One time Ms. Davis and her colleague covered the 1964 National Convention. Sitting in the bleacher’s someone in the crowd yelled, “Nigger what are you doing up there?” Mob grew angry “hurling repeated n#####r” epithets, throwing trash at her as she exited.",
"U have non black friends that you let call you Nigga and u don’t disclose to them that u don’t speak for every nigger so tred lightly in public??ur doing them a disservice! And u stink!! 

me!? Im gonna watch u get beat up if u say it to the wrong nigger ,might help them if u win",
@va5hia When white people were calling Clarence Thomas a nigger and I saw black people signing off on it.,
"@nesu_west @hebrews2negroes Niger (Latin for ""black"") occurs in Latinate scientific nomenclature and is the root word for some homophones of nigger;",
She said down with the niggers fr ____ « LolittaCarlos: Today I asked a recruiter what their company does to ensure diversity and inclusivity in the work place. Her answer was they sometimes bring their dogs to work. Looool sigh. — https://twitter.com/lolittacarlos/status/1592551954445926400 »,
Today I asked a recruiter what their company does to ensure diversity and inclusivity in the work place. Her answer was they sometimes bring their dogs to work. Looool sigh.,
RT @DevonJa72812088: I hate NIGGER____,
I hate NIGGER____,
@SplashHighclass @shannonsharpeee He said “call them nigger one more time mf’r.” He wasn’t personally calling them that or condoning it. I think the asswhoopin he gave stepdad makes that pretty evident.,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"@FineMalawi @_LeratoMabuza If you don’t fuck around or do hookup, Naso so heartbreak you go Dey get from niggers you go see shege for relationship ____",
"@op1npo Over de hele wereld wordt het woord Neger gebruikt om een persoon met een negroïde uiterlijk te duiden.

Anders wordt het als we het woord Nikker gaan gebruiken of als we mensen dehumaniseren als een Kleur.

Het woord Nikker is een verbastering van het woord Nigger,",
& my diamonds so white dey call me nigger,
After former pastors from the worldwide church of say: DAM IT. WE DID TRY TO KILL THAT NIGGER/THOSE NIGGERS/ THOSE STUPID WHITE PEOPLE IN OUR CHURCH. SOME WITH STING OPERATIONS AND COURT ORDERS. Hang their devil asses in front of everybody for causing 9-11.,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
then the lil white kid talking about some “call him a nigger one more time mfer” like whhaaaa ______ https://twitter.com/shannonsharpeee/status/1592653656125739008,
"RT @Mama_Moto_L7FE: ""& to organize mankind to rejoice in  your destruction and ruin , 
Then here is my LIFE! 
But my soul belongs to the people
Lasima Tunshinde Mbilashaka (WE shall conquer w out a doubt) Yours in Revolution H.Rap Brown"" DIE Nigger Die pub 1969",
"""& to organize mankind to rejoice in  your destruction and ruin , 
Then here is my LIFE! 
But my soul belongs to the people
Lasima Tunshinde Mbilashaka (WE shall conquer w out a doubt) Yours in Revolution H.Rap Brown"" DIE Nigger Die pub 1969",
@pestkanajebana Alex:Nigger me o.o?,
I’m not skipping breakfast for that niggER food ______ « _KayyKrueger: Remember ___ don’t eat breakfast on thanksgiving you greedy bitch ! Starve until dinner is ready — https://twitter.com/_kayykrueger/status/1592659153537101824 »,
Remember ___ don’t eat breakfast on thanksgiving you greedy bitch ! Starve until dinner is ready,
@shannonsharpeee “Call him a nigger one more time” is a wild statement,
@SvenSE_ @Cented7 @coldfv whats up nigger,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@SplashHighclass @shannonsharpeee I said the same thing ______ like damn how you get mad he call bro a nigger then u turn around & say it __________,
nigger x100,
"RT @tamisawyer: Kylah Spring, was accosted at @universityofky by an inebriated white woman, who hit and bit her and called her a nigger. Kylah should never have to pay for her education again. Community, let’s show out for Kylah’s future on this gofundme set up for her. 

https://www.gofundme.com/f/4dzzz3-university-of-kentucky?utm_source=widget&utm_medium=referral&utm_campaign=p_cp+share-sheet",
"@daddyaisha @bod_republic I was rolling angry , and he was apologizing I know the nigger wasn't even sorry a tinsy bit",
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"RT @tamisawyer: Kylah Spring, was accosted at @universityofky by an inebriated white woman, who hit and bit her and called her a nigger. Kylah should never have to pay for her education again. Community, let’s show out for Kylah’s future on this gofundme set up for her. 

https://www.gofundme.com/f/4dzzz3-university-of-kentucky?utm_source=widget&utm_medium=referral&utm_campaign=p_cp+share-sheet",
@lalalun06573191 For niggers only ____,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@jushendo Fucking nigger,
RT @KeyNyata: @2Wild2Crazy She really called him a nappy headed nigger with her dying breath lmaooo idk what to make of that. That shit funny tho,
"Already lost the senate now they using the poor nigger « ShaneGoldmacher: NEW: The NRSC sent a fundraising email today signed by Herschel Walker in which it is actually keeping 99% of what’s raised, per fine print. 

Walker gets a dime for every ten dollar donation. https://twitter.com/ShaneGoldmacher/status/1592578037643874306/photo/1 — https://twitter.com/shanegoldmacher/status/1592578037643874306 »",
"NEW: The NRSC sent a fundraising email today signed by Herschel Walker in which it is actually keeping 99% of what’s raised, per fine print. 

Walker gets a dime for every ten dollar donation. https://twitter.com/ShaneGoldmacher/status/1592578037643874306/photo/1",
@PXDBUN LET ME FUCK THE NIGGER __,
@liyahsdeluxe “????????” you niggers are always confused __,
"@Kasparov63 Your expressions are unformidable and you likely dishonestly encourage provocative language in further discussion with these statements.

I agree with everything said - completely - also, niggers eat gay-jewhooks.

I don't appreciate homosexuals right to be beyond criticism or...",
@liyahsdeluxe nigger go away https://twitter.com/stanhxouse_/status/1592655658574581760/photo/1,
@JackLargeWave You need to start craving for a J O B you damn nigger,
______Nigger___,
"The government is the law breaker. The people must become the law enforcer, we can not allow the government to be an outlaw, particularly when the crime is against the people.-H. RAP BROWN DIE NIGGER DIE PUB 1969
#TYT #CamdenCountyGA
https://www.youtube.com/watch?v=pinlowJnTzU&feature=youtu.be",
@TorraineWalker @CravenRave This one was awesome. I loved when he played the blind black Klansman & ‘The Nigger Family’ about the white family with the last name Nigger .I love Dave Chappelle. The movie ‘ Half Baked ‘ was hilarious & a favorite of mine.,
"RT @Phil_Lewis_: University of Kentucky student Sophia Rosing arrested and charged after assaulting another student who was at work and calling her a “nigger bitch”

https://www.wkyt.com/2022/11/06/uk-student-arrested-following-assault-campus/?outputType=amp https://twitter.com/Phil_Lewis_/status/1589362655802052609/video/1",
RT @longbeachgriffy: I really just want to play Mario Party with my niggers man.,
@Dzameelia Nigger,
@NotAidenVFX @bnalt_ @n3dy7k @parzyfnbr your a nigger __,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"@LukaszBok Gdzie ""Nigger"" w takim razie?",
"RT @Phil_Lewis_: University of Kentucky student Sophia Rosing arrested and charged after assaulting another student who was at work and calling her a “nigger bitch”

https://www.wkyt.com/2022/11/06/uk-student-arrested-following-assault-campus/?outputType=amp https://twitter.com/Phil_Lewis_/status/1589362655802052609/video/1",
@M1n1ster0fwhat @ohsifhm Nigger*,
Nigger,
"@puffceebaby i didn’t call u a nigger, i said nigga __. and trust, i would never call u black, u would never be associated with me. it’s not lame its literally spiderman __ and i guess ur also a liar?? ur pfp is from a game, idk why u would lie. how corny, a merge mansion pfp __",
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
RT @klaussMo: @PedroMihovilce1 @MariaOrihuela13 Nigger Friday se puede decir ?,
@PedroMihovilce1 @MariaOrihuela13 Nigger Friday se puede decir ?,
RT @PedroMihovilce1: @klaussMo @MariaOrihuela13 Nop se ofenden los Nigger's.,
@klaussMo @MariaOrihuela13 Nop se ofenden los Nigger's.,
@zoeazaria Oh Shutup Nigger,
"@Dwilly303 @ivars_auzins @WearsMySupaSuit @bennyjohnson You have no mainstream source, and you have no non-mainstream source - no Jewish source, no Cracker source - no nigger source, no chink source, no russo source - saying that they're claiming they actually know Ukraine sent money to FTX because they're more than making shit up.",
"No, my man just said my diamonds so white they call me nigger….. I’m baffled",
"@hungryju I retweeted a joke, this weirdo said she wants to see two women minding their business have sex. It’s not the same , whatever I’ll have anger issues, least I’m not a nigger that’s much worse __",
@lalawoess dirty nigger,
@kittyzandpj nigger,
@phattsie I hate niggers,
"@hungryju I’m not a nigger, so stop calling me that; that’s you blackie __ it’s embarrassing cause it’s lame__ my pic is a character I created. Yes I’m actually talented and can do shit unlike you. I’m not mad this shit just fun to do cause you just so lame bro this entertainment __",
"@77Eph @chartdata @BTS_twt And you can win, try again NIGGER",
@hungryju U said all this shit about I think I’m better like what? You’re weird as hell I know you’re used to ppl actually being better than you in your sorry ass life so it’s hard not to project. I don’t need to cover my ass cause who tf gonna do something about it? Goofy nigger,
"@Sarcovago Es más ajustado sí, aunque volvieron a censurar nuevamente omitiendo ""negro"". 
Que nigger es peyorativo, pues bueno, un aliciente más, transgredir usando palabras prohibidas, y transgredir a Tarantino creo que le gusta y mucho.",
@fuckofftwann He don’t know what a nigger refers to? https://twitter.com/dnvynkhvdz/status/1592647028567597056/photo/1,
Today a customer told me “shove it up your black ass you fucking nigger” the patience it took for me to not let this man have it__ I hate white ppl fr,
"@LinLin_0701 The wrong niggers only see liabilities coming from far.. there's still gonna be a little to ask for again and again.
where are the #strongladies",
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"@Nugg1music @KyrieIrving @kanyewest We’ve ALWAYS been Hebrews….

They stole out identities & told us we were “Niggers”",
"@0blivionfree @jayfrombklny @NetsKingdomAJ So if a white man said “I hate niggers”, we should forget about it if he donates to a black charity? Do you see how stupid that sounds?",
RT @Sweetdogggg: This video just assumed I was a NIGGER!!!!!! « kingbealestreet: When I become president I'm banning y'all from entering a kitchen __ https://twitter.com/kingbealestreet/status/1592367360249196545/video/1 — https://twitter.com/kingbealestreet/status/1592367360249196545 »,
This video just assumed I was a NIGGER!!!!!! « kingbealestreet: When I become president I'm banning y'all from entering a kitchen __ https://twitter.com/kingbealestreet/status/1592367360249196545/video/1 — https://twitter.com/kingbealestreet/status/1592367360249196545 »,
"RT @Phil_Lewis_: University of Kentucky student Sophia Rosing arrested and charged after assaulting another student who was at work and calling her a “nigger bitch”

https://www.wkyt.com/2022/11/06/uk-student-arrested-following-assault-campus/?outputType=amp https://twitter.com/Phil_Lewis_/status/1589362655802052609/video/1",
RT @JasminGSB: MY DIAMONDS SO WHITE THEY CALL ME NIGGER,
@okaputu11 A Capitalist Nigger. ____ https://twitter.com/shaxido6/status/1592644343596474369/photo/1,
nigger mthefcker.,
"@ashkenahhsty @rudy_rochman Over the years has done jokes about Blacks onstage, done blackface, said nigger OFTEN and even made a show called “Live from Nigherhead”",
just came here to say brandon is a nigger and if u see this hello black man,
"@alekzanderrrb @iamyesyouareno You mean the word ""nigger""?",
I’m liking the Camavinga slander but let’s get more racist/personal. Throw in a few Niggers and Slave in there,
@flossy3266 this nigger needs to get ratiod,
NIGGER « fuckofftwann: ??? https://twitter.com/1kdot_/status/1592036806253776896/video/1 — https://twitter.com/fuckofftwann/status/1592319943215026176 »,
"@MinneapolisRyan @Silence83431133 @StarTribune @TheDemocrats ""I'll have them niggers voting Democratic for two hundred years.""

    ""That was the reason he was pushing the bill,"" said MacMillan,who was present during the conversation. ""Not because he wanted equality for everyone. It was strictly a political ploy for the Democratic party.",
this is a no nigger zone « DailyLoud: An Asian man assaulted multiple black men in random attacks on the LA metro and they defended themselves. Viewer discretion advised. https://twitter.com/aftermathvids/status/1591862792541581312/video/1 — https://twitter.com/dailyloud/status/1592266227589996544 »,
An Asian man assaulted multiple black men in random attacks on the LA metro and they defended themselves. Viewer discretion advised. https://twitter.com/aftermathvids/status/1591862792541581312/video/1,
@KOboxing86TV @terencecrawford @ErrolSpenceJr I was a fan of both fighters slightly more for Spence I just like his style better.. but what Bud is displaying is a real Nigger mentally. I ain’t saying it gotta be a love fest but bruh z this logic makes no sense what so ever!,
RT @OneRandomNigga: Nigger cat 2 was a good movie fr,
Nigger cat 2 was a good movie fr,
"Fuck that nigger, you waiting to taste it And I'm on some survival shit Let the benches We throwing moneys",
The first on called me a nigger and I’m not explaining it « ashakiiii: I wanna try this __ https://twitter.com/ashakiiii/status/1592289879119261697/photo/1 — https://twitter.com/ashakiiii/status/1592289879119261697 »,
I wanna try this __ https://twitter.com/ashakiiii/status/1592289879119261697/photo/1,
Charlie is a nigger,
Nigger navy was a top 5 Twitter moment.,
"@kataraisblack The bich could’ve at least said “hello, how are u doing” before she tried to tie a cape around ur neck and turn u into super nigger ____",
@CharelstonBlack The niggers need to be banished from the kitchens at this point _______,
RT @tyennatim: @bruce_haigh ”A black protester at the March Against Fear in Mississippi in June 1966 wore a placard reading “No Viet Cong ever called me nigger.”  The Times.,
@bruce_haigh ”A black protester at the March Against Fear in Mississippi in June 1966 wore a placard reading “No Viet Cong ever called me nigger.”  The Times.,
"@dennisdutchboy @ThedeGroot @rblommestijn @op1npo Nee, dat woord dat ze slaven noemden was NIGGER. Dat is heel wat anders dan NEGRO.",
@npcSara @JakeSucky Yall didn’t Care when PewDiePie said Nigger though __,
"RT @laxog_poppy: @BFTJeffrey @Janebon34813396 .

And who are you to ask me to do anything for you?
I'm not your nigger, so go f_ck yourself.

.",
"@BFTJeffrey @Janebon34813396 .

And who are you to ask me to do anything for you?
I'm not your nigger, so go f_ck yourself.

.",
@Gunnapack Lmboooo nigger,
@Twitch NIGGER_TTV,
RT @tyennatim: @bruce_haigh ”A black protester at the March Against Fear in Mississippi in June 1966 wore a placard reading “No Viet Cong ever called me nigger.”  The Times.,
@blopyglobflob @okihearyou @libsoftiktok Stfu nigger,
@MaitelVsAni @AnielicaYT ok nigger,
Can someone explain to me why the people that say “Nigger” have absolutely no fighting skills?,
@yoshimayo1 Nigger,
"RT @trapteas: i’ve been called “tee-yuh” and “tay-yuh” twice... today.... all by white people 

basically, I’ve been called a nigger...

b/c 

WHY ELSE WOULD YOU THINK YOU’D PRONOUNCE TEA THIS WAY?!",
"i’ve been called “tee-yuh” and “tay-yuh” twice... today.... all by white people 

basically, I’ve been called a nigger...

b/c 

WHY ELSE WOULD YOU THINK YOU’D PRONOUNCE TEA THIS WAY?!",
I miss the days when the worst niggers would do in the kitchen was eat them stankin ass chitlins ______________ « kingbealestreet: When I become president I'm banning y'all from entering a kitchen __ https://twitter.com/kingbealestreet/status/1592367360249196545/video/1 — https://twitter.com/kingbealestreet/status/1592367360249196545 »,
@Wnka___ @iCantOllie @John_Schmidy @ryonwii @lola_bluu @DailyLoud You got African ancestors you bitch ass nigger,
soi un nigger i t cllas la pta fffffffffoka,
"On the faghit nigger shit (hood)
I've wasted my slaps across your face.
#Nov15",
RT @JasminGSB: MY DIAMONDS SO WHITE THEY CALL ME NIGGER,
@whitewifeforbbc Dont expect us niggers to stay and raise that baby we’ll be gone 9 months later __,
Still can’t believe I had explain the word “nigger” to my son at 4 years old. A 5yr Mexican boy was calling him this at school and my son came home saying it didn’t know any better. Instantly wanted to see the parents but they told me they speak no English all of the sudden.,
RT @legochrist: and that’s why i got my nigger tattoo covered up https://twitter.com/legotrain/status/1592575470109089796/photo/1,
and that’s why i got my nigger tattoo covered up https://twitter.com/legotrain/status/1592575470109089796/photo/1,
@imcyrian niggers,
"@xietyitaketwo @JustRyuko uh oh, nigger in the building",
"@dysfonix @magne12 Ok. Selv har jeg aldri hørt ordet brukt om «brune mennesker» generelt. Som sagt oppfatter jeg «nigger» som et engelsk skjellsord når det brukes av hvite, og kanskje aller vanligst, en viktig del av vokabularet til svarte amerikanere med en viss klassebakgrunn.",
My diamonds so white they call me nigger,
"@Josema60749217 Tarantino en inglés dice: ""did you know theres a sign in front out a my house thats said _dead nigger storage?_""
 ""Viste un letrero en la entrada de mi casa que diga,_almacenamiento de negros muertos?_
Por lo que ""almacén de cadáveres"" es el más cercano.
Nigger es peyorativo https://twitter.com/Sarcovago/status/1592632979557617665/video/1",
@IsaacAguilarJPN @IsaacWRLDDD Nigger ur obsessed with Roblox,
nigger,
"The craziest thing about this is that I typed in ""nigger"" and this is what came out. « tj41172: https://twitter.com/leroydavinci/status/1591112304959303682/photo/1 — https://twitter.com/tj41172/status/1591112304959303682 »",
https://twitter.com/leroydavinci/status/1591112304959303682/photo/1,
White dudes in the 1800s be like “I make a 6 nigger salary”,
@MerkMilly NiggER,
@klaussMo @MariaOrihuela13 Nop se ofenden los Nigger's.,
@AjReznor @oc_bria @hannahposts @hanobolic @Carnage4Life Nigger,
"RT @Johnwick350: F*** u' Nigger. 

Thanks my president. @luisabinader https://twitter.com/claudejoseph03/status/1592573485741531136",
"F*** u' Nigger. 

Thanks my president. @luisabinader https://twitter.com/claudejoseph03/status/1592573485741531136",
